issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture,policy_adds,policy_removes,policy_sometimes_adds,policy_sometimes_removes,notability_adds,notability_removes,notability_sometimes_adds,notability_sometimes_removes
1399,#1399 [MADness] VioletEye,1,1. soiled underwear is being repurposed as (off-)white flags,0.0298,0.0984,,0.0002,-0.0061,,10.4461,-0.0223,0.1721,6.2021,8.3862,8.7426,34.3652,2.3308,24.2838,-491.3634,11.8336,5.6618,13.1961,9.6172,3.1493,7.9882,6.3721,9.193,3.4254,-476.3018,-0.0469,7.8921,14.4992,25.6348,17.9921,,-0.0062,,-0.7052,0.008,-0.0044,,,,,-0.001,-0.0002,0.0161,-0.0102,-110.352,1.33,0.0082,0.0,0.2797,,,-0.2756,0.0015,8.4625,0.0049,-0.0166,0.0154,0.0002,,,-0.0002,0.0102,0.0203,-0.1331,0.1644,0.0131,-263.0131,-129.5967,-570.4426,18.6305,,4.2215,-97.6118,-0.117,0.0085,0.0232,,,,,,,,,,
1399,#1399 [MADness] VioletEye,2,"2. ordinary soldiers trade rumors about the top secret ""Death From Above"" project",,,,,-0.002,,-7.2849,,,-3.3207,-4.6084,-5.5073,-28.206,-3.3962,-9.8532,477.5701,-8.3246,-2.2907,-8.2977,-13.9147,-4.3991,-6.1613,-7.6027,-9.1024,-2.2712,468.717,0.042,-8.8832,-11.6033,-18.9204,-11.5979,,,,0.5904,,,-0.0019,,,,,,-0.0011,,104.5807,-1.1054,,-0.0181,-0.2657,,,,-0.0005,-6.5236,,0.0115,-0.001,,,,,,0.0001,,,,326.054,226.4687,490.8529,-17.2504,,-2.8675,101.3072,0.1169,,,,,,,,,,,,parental licensing program leads to #1403
1399,#1399 [MADness] VioletEye,3,3. no bunny expects the @@DEMONYMADJECTIVE@@ rabbit coalition,,,,,-0.0035,-0.5041,-8.7369,,,-4.8369,-5.2968,-6.9907,-35.4139,-4.1703,-10.7469,562.105,-8.9145,-3.6303,-8.86,-17.1055,-4.2364,-6.3756,-7.7832,-8.8896,-1.0419,550.2081,0.064,-9.4436,-12.918,-20.2433,-12.8362,,,-0.3193,0.7349,,,-0.0084,,-0.0039,-0.0102,-0.0806,0.0084,0.0007,,165.9363,-1.9241,,0.0185,-0.5376,,,,-0.0017,-6.9427,-2.1906,0.0119,-0.0018,,,,0.1997,,0.0004,,,-0.0021,439.9215,297.5048,714.8776,-18.9314,0.0121,-3.0546,109.0172,0.1603,-0.0005,-2.3474,,,,,,,,,,
1400,#1400 [MADness] President No,1,1. citizens are being told that the greatness of a nation's power is the measure of its surrender,,,,,-0.0475,0.0681,0.1952,,,1.1098,1.1177,0.4385,4.3383,0.1179,0.5529,-4.7883,1.4665,0.3031,1.4233,-0.5912,0.3881,1.0902,0.2729,0.3275,-3.8475,-3.2406,-0.0285,45.8002,0.7656,1.9383,0.9148,,,0.0342,-0.0475,,,,,,,0.0429,0.0165,0.0246,,-130.0387,0.5677,,-0.1177,0.3567,,,,-0.0256,0.1383,0.9052,-0.0056,,,,,-0.1033,,0.0081,,,,-72.085,-29.2662,-177.9231,0.726,-0.011,0.1838,84.7196,-0.1044,,0.3467,,,,,,,,,devotion to social welfare,complete absence of social welfare|punitive income tax rates leads to #1401
1400,#1400 [MADness] President No,2,2. they say the best compromise leaves everyone feeling a little unarmed,,,,,0.0038,,1.238,,,1.103,1.3565,1.567,5.1868,0.648,1.4808,6.7492,1.9994,0.6242,1.5848,2.0301,0.7056,1.5817,1.9814,1.951,0.7434,9.4192,-0.0481,1.139,1.9405,2.8601,2.2743,,,,-1.9064,,,,,,,,,-0.0011,,-140.7747,0.5062,,-0.1889,0.6617,,,,0.0231,0.8666,,,,,,,,,-0.0001,,,,-86.4862,-43.0643,-208.2587,2.598,,0.3755,140.3045,-0.1169,,,,,,,,,,,,punitive income tax rates leads to #1402
1400,#1400 [MADness] President No,3,3. international negotiations always lead to a lot of missile-laneous expenses,,,,,-0.0045,0.6673,-1.4468,,,-0.3263,-0.9886,-1.5608,-4.9896,-0.3147,-2.3379,-58.6622,-1.4621,-0.2615,-0.7687,-0.9401,-0.4723,-0.8423,-1.2498,-2.7503,-4.7372,-60.546,0.0471,-1.9208,-2.2843,-2.2461,-1.9961,,,0.4587,-2.5051,,,,,,,0.095,0.0536,0.0008,,-142.5959,3.1288,,0.2073,-0.7585,,,,-0.0363,-1.0753,1.5836,-0.0043,,,,,-0.169,,0.0005,,,,36.5114,28.4592,46.2624,-3.1125,-0.019,288.0669,-190.5091,-0.1107,,2.6284,,,,,,,,,,
1401,#1401 [MADness] Leave and Let Die,1,1. they say the best compromise leaves everyone feeling a little unarmed,,,,,0.0038,,1.238,,,1.103,1.3565,1.567,5.1868,0.648,1.4808,6.7492,1.9994,0.6242,1.5848,2.0301,0.7056,1.5817,1.9814,1.951,0.7434,9.4192,-0.0481,1.139,1.9405,2.8601,2.2743,,,,-1.9064,,,,,,,,,-0.0011,,-140.7747,0.5062,,-0.1889,0.6617,,,,0.0231,0.8666,,,,,,,,,-0.0001,,,,-86.4862,-43.0643,-208.2587,2.598,,0.3755,140.3045,-0.1169,,,,,,,,,,,,punitive income tax rates leads to #1402
1401,#1401 [MADness] Leave and Let Die,2,2. nuclear superiority has been traded for moral superiority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,#1402 [MADness] You Only Negotiate Twice,1,1/2. the nation is relieved that all of the recent madness has finally come to an end,,-0.0001,-0.0029,-0.0001,-0.0001,0.0036,0.0216,,,-0.0095,0.0347,-0.0394,-0.5948,0.0109,-0.0354,0.114,0.0664,-0.001,-0.0057,0.0013,0.0533,-0.0193,-2.2854,-0.0371,-0.0127,0.0652,0.0005,0.0436,0.031,0.0658,0.0472,,0.0016,0.0028,-0.0254,-0.0007,0.0001,,,,,0.0012,-0.0005,0.0,0.002,-0.0913,0.0076,-0.0029,0.0035,-0.0095,0.0019,-0.0013,0.1971,-0.0011,0.0284,-0.0004,,-0.0002,-0.0,,,0.0,-0.002,-0.0005,0.0044,-0.0045,,-0.6718,1.1269,-4.9253,0.0556,-0.0001,1.6634,-3.4248,-0.0002,-0.0014,0.0886,,,,,,,,,,
1403,#1403 [MADness] Tomorrow Never Arrives,1,1/2. rural @@DEMONYMNOUNPLURAL@@ stare in awe at the bright lights of the big cities,,0.0001,,0.0039,0.0137,-0.9619,-0.4039,,,-0.8575,-0.7871,-0.8342,-2.9909,-0.6175,-0.7184,116.3635,-0.9212,-0.5119,-1.0983,-0.7798,-0.4304,-0.8044,-1.2226,-1.4928,8.938,114.672,0.0004,-0.5226,-0.3626,-0.5707,-0.4505,,-0.0029,-0.5468,0.5064,,,0.0016,-0.0002,-0.0016,-0.0098,-0.1633,-0.0978,-0.0022,-0.0002,-0.4347,-0.8724,0.0004,-0.0417,0.0872,0.0139,-0.0008,-0.0172,0.0045,-0.3241,-4.7955,0.0155,0.0001,0.0002,,,0.5082,0.0002,0.0002,,,,102.5369,48.2785,264.6569,-1.0436,0.051,-0.1406,85.6378,-0.0002,-0.0001,-4.0658,,,,,,,,,,punitive income tax rates leads to #1404
1404,#1404 [MADness] Die Some Other Day,1,1/2. the best spies are positively radiant after completing a big mission,-0.0022,-0.0081,,-0.0006,-0.003,-0.0052,0.1428,0.0022,-0.0011,-26.5108,0.0548,0.3018,0.3978,0.428,0.2196,2.5866,0.0258,0.7407,0.7545,0.8231,,0.1029,0.9122,0.0681,0.9056,-23.6231,-0.001,0.4458,0.2248,0.3259,0.3975,,0.0068,-0.0034,-0.0035,,0.0003,,,,0.0349,-0.0004,0.0029,0.001,0.0048,1.2485,-0.0053,-0.0121,0.005,-0.0052,,,1.6071,-0.0069,-3.1359,-0.0435,0.0002,-0.0101,-0.0779,,0.0399,-0.024,-0.0048,-0.0026,0.0873,-0.0873,,-16.9064,-2.5397,-44.6376,0.3955,-0.0003,0.0015,-13.5807,0.0,,-0.0843,,,,,,,,,,
1405,#1405 [MADness] Spectrum of Solace,1,1. taxpayers cringe whenever someone brings up the Former Antagonist Reparations Treaty,0.0133,,,,-0.0092,0.3887,-0.6992,-0.01,0.0016,-0.4249,-0.7106,-0.7137,-1.1176,-0.2508,-1.1498,-45.0904,-1.0183,-0.2674,-0.7502,-0.8648,-0.5402,-0.6653,-0.7596,-1.0665,-2.5487,-46.2286,0.0322,-0.8081,-1.0842,-1.5814,-1.0896,,,0.2748,-2.0145,0.0015,,0.0052,,,,0.0482,0.0367,0.0015,-0.0033,-2.006,0.9078,,0.1564,-0.4572,,,-0.0835,-0.0275,-0.5967,1.5963,-0.0043,0.004,,,,-0.1265,0.0033,0.0005,-0.0094,0.0082,,17.3555,13.8645,17.5786,-1.5479,-0.0144,91.0711,-120.9558,-0.0001,,1.5297,0.0126,,,,,,,,punitive income tax rates end chain,
1405,#1405 [MADness] Spectrum of Solace,2,2. the nation's most powerful weapon is its negotiating skills,,,,,-0.0085,0.5515,13.8,,,6.9995,9.7805,18.4175,49.908,41.925,6.493,-884.978,13.112,8.6885,7.979,23.683,13.5785,13.293,27.18,17.468,2.769,-859.4515,-0.098,13.3195,22.0335,33.693,28.32,,,0.4035,-1.753,,,,,,,0.0875,0.0475,0.0065,,-420.4295,4.933,,-0.094,0.918,,,,-0.1215,9.5215,2.6685,-0.012,0.406,0.003,,,-0.5265,,0.0015,7.302,-7.4505,,-674.06,-366.1965,-1336.9,34.852,-0.0175,112.75,-114.3625,-0.3265,-0.026,2.49,,,No WMDs,Weapons of Mass Destruction,,,,ubiquitous missile silos end chain,,
1405,#1405 [MADness] Spectrum of Solace,3,3. a surprisingly large share of the nation's budget is used to buy new houses for immigrants,1.6116,,,,-0.0961,0.6312,-2.4145,-1.482,0.5195,-0.7523,-1.9664,-2.0422,-11.1455,-0.6794,-3.1852,-87.797,-2.8594,-0.6358,-2.2064,-2.5152,-1.0237,-1.9078,-2.8764,-4.3117,-0.7783,-90.5931,0.0759,128.1658,-3.9264,-4.7948,-4.023,,,0.3806,-1.9681,0.4383,-0.3006,,,,,0.1614,0.0056,0.0525,-0.3869,-6.4191,0.978,,0.2434,-1.2766,,,-109.5677,-0.0716,-2.1117,4.073,-0.0058,7.185,,,,-0.1155,0.3869,0.018,,,1.8141,66.4056,49.0213,106.8125,-6.0278,-0.012,113.488,-230.2142,-0.5781,1.0858,13.4473,,,,No Immigration,,,,closed borders,devotion to social welfare|punitive income tax rates,complete absence of social welfare|restrictive gun laws end chain
1405,#1405 [MADness] Spectrum of Solace,4,"4/5. trade ministers have to consult a fifty-page ""sanctions spreadsheet"" to determine which countries they are allowed to do business with",,-0.2246,,-0.0724,0.0234,,10.9923,,,-40.2383,-53.0743,-61.9884,-17.1731,-28.5255,-41.1382,-7.6789,-46.3358,-26.5248,-58.1083,-56.9132,-53.4048,-57.407,-30.9171,-50.1462,-25.0337,-109.596,,11.5091,19.3759,37.134,22.942,,0.283,,0.6071,-0.0688,0.0407,,,,,0.0162,0.0033,-0.0232,0.1258,58.7956,0.0301,-0.4411,0.3834,-1.0599,,,35.7102,-0.1076,10.8933,-0.6896,-0.0045,0.0817,-0.0094,,0.6013,0.1141,-0.1258,-0.0764,0.0108,-1.1265,,-652.064,-193.0261,-1857.1409,28.0849,-0.003,3.8649,-561.94,,-0.131,-0.2183,,,,,,,,,hatred of cheese|punitive income tax rates end chain,"barren, inhospitable landscape"
1406,#1406 Can't Touch This,1,"1/2. police are saying ""bye book"" to ""by the book""",-0.2707,,,,-0.1351,,-0.9251,0.2266,-0.0902,-0.1779,-0.6259,-0.6626,-1.7457,-0.3079,-1.6162,-3.9567,-0.89,0.0641,-1.5789,-1.642,-0.3387,-0.3021,-0.1528,-0.7339,-38.1085,-4.7977,0.0189,-0.9577,-1.6392,65.578,-2.1744,,,,,-0.0252,0.0261,,,,,0.6172,0.2074,0.0759,0.0661,-2.3185,0.0913,,0.0667,-0.3175,0.519,-0.0749,14.7579,-0.0664,-0.8736,10.1738,-0.0164,-0.2079,,,,-1.8631,-0.0661,0.0248,,,,-5.2738,-0.567,-25.3934,-2.0625,-0.1807,-0.3352,-66.7046,0.0036,,,,,,,,,,,punitive income tax rates|restrictive gun laws,
1406,#1406 Can't Touch This,2,3. lawmakers frequent the same speakeasies that they've publicly sworn to shut down,0.1879,,,,0.0439,,-1.6011,-0.1693,0.0625,-0.0921,-0.2734,-1.0432,-1.7995,-0.1995,-0.6596,-1.5264,-0.4546,-0.327,-0.6511,-0.9698,-0.1804,-0.8896,-0.8841,-0.8879,4.6234,-2.6611,0.0177,-1.0575,-2.1634,-2.17,-4.09,,,,,0.0163,-0.0141,,,,,-0.2,0.1196,-0.0246,-0.0314,-1.0045,-0.0961,,0.0475,-0.3191,-0.3873,0.0504,-6.6912,0.0423,-0.9279,-2.1054,0.0127,0.12,,,,0.6532,0.0314,-0.0082,,,,51.5284,28.843,94.5893,-4.3237,0.0641,-0.3625,-62.7061,-0.0014,,,,,,,,,,,,restrictive gun laws
1406,#1406 Can't Touch This,3,4. organised crime is fine as long as there's a well-organised tax return,,,,,0.3411,,1.2658,,,-0.504,1.0016,-1.0456,-1.3313,0.296,0.4051,-6.5738,-0.5209,-0.5362,-3.0249,-4.5849,-0.0787,-1.3038,61.3575,-0.512,27.038,-8.1233,,2.0787,1.3715,0.1096,1.5215,,,,,,,,,,,-0.4685,-0.258,-0.1369,-0.0051,-0.0736,-0.1013,,-0.1138,1.0635,1.0136,-0.1491,,-0.0493,0.8491,-6.4396,0.0431,0.1765,,,,3.122,0.0051,-0.0458,,,,82.0998,44.08,181.8,2.2615,0.2767,0.4795,181.1784,,,,,,,,,,,,,
1406,#1406 Can't Touch This,4,5. falling over while singing is a national pastime,2.0073,0.1889,,0.1967,2.97,,-6.5016,-1.8164,0.4444,-1.1513,-4.3473,-23.8391,-109.6769,-6.0911,5.7976,-76.7222,-3.3693,791.1871,-24.5453,-57.816,-2.9362,-20.9949,-71.7073,-17.4016,-22.7131,-101.7118,,1.514,-19.1404,-39.1864,-50.0253,,-0.6451,,2.7629,-0.8418,0.8718,,-0.1671,,-0.9778,0.2758,0.0193,-1.0091,-0.6196,-18.2267,0.0096,1.0867,-0.0807,0.6358,,,-123.7258,0.0698,-3.474,4.8493,-0.0147,52.4847,4.236,,,-2.6596,0.6196,-0.418,2.468,-2.2849,,132.2807,-792.2893,3849.5778,-22.016,-0.0796,2.9591,194.6098,-0.0227,1.7267,0.2343,,,,No Drugs|Prohibition,,,,prohibition of alcohol|teetotalling pirates,deadly medical pandemics|rum-swilling pirates,
1407,#1407 New Tricks,1,1. @@LEADER@@'s new door-knocking campaign has the sweet taste of success,0.0014,-0.001,-0.0006,0.0015,0.0137,0.0003,-1.2073,-0.001,0.016,-1.4458,-1.9504,-2.5117,-7.3894,-1.2949,-2.2562,-7.0047,-2.7514,-1.5802,-2.5673,-3.3476,-28.3613,-2.2426,155.2091,-3.135,3.4454,-10.9625,-0.0266,-1.4552,-2.0843,-2.6562,-2.85,,-0.0008,0.2737,0.0204,-0.1408,0.0954,-0.0012,0.0005,0.4189,0.9866,-0.088,-0.1055,-0.0047,0.0016,-2.6883,-0.0845,0.0025,-0.1562,0.4399,-0.0015,0.0005,0.0291,0.0336,-0.9777,1.9222,0.0042,0.0001,-0.002,,-0.0723,-0.0989,-0.0016,-0.048,0.3427,-0.3188,,23.89,7.4217,87.8204,-70.2937,0.0325,-0.3339,138.5895,0.0004,0.0005,0.0775,,,,,,,,,complete lack of public education,punitive income tax rates
1407,#1407 New Tricks,2,2. parents are fined for sending their children to take out the trash after sunset,-0.4201,,,,-0.0189,,1.9919,0.3791,-0.3237,1.9374,1.1217,3.7724,6.5965,1.5853,2.8214,12.7945,1.7239,2.2822,5.0753,9.5758,20.4934,3.5317,-184.2615,2.0169,2.475,18.5042,0.0001,1.5552,4.6686,8.2667,8.132,-0.3846,,-0.159,-0.0011,-0.0551,0.0636,,,-0.3526,,0.0118,0.0156,0.0075,0.0904,6.3631,0.0832,,0.0439,-0.1162,,,17.2852,-0.0226,2.0761,-2.7554,-0.0027,-0.2884,0.0016,0.0016,,0.5146,-0.0904,0.0023,,,-0.0096,-58.4152,-26.1467,-150.1322,5.2032,-0.0056,0.7284,-72.9355,0.0083,-0.0063,-0.0724,-0.0034,,,,,,,,punitive income tax rates|restrictive gun laws,
1407,#1407 New Tricks,3,3. a child's only Trickster Night scare is the sight of their parents dancing,-0.0003,0.7592,-0.0027,-0.0,0.4676,0.0006,7.6706,0.0004,-0.004,4.3867,6.5715,9.436,15.7397,27.059,20.9766,10.1271,9.2827,29.2524,4.4749,5.793,4.2854,5.3118,209.6512,9.9235,2.2488,23.9497,0.0284,13.1225,11.91,11.0081,75.8908,0.1538,0.0001,0.0003,-0.0033,-0.0011,0.0002,0.0006,-0.186,-0.0004,-0.9914,0.0,-0.002,-0.2032,-0.0016,10.4464,0.0023,0.0004,0.0093,-0.1494,0.0008,-0.0002,0.0204,-0.0589,6.7706,-0.0099,-0.0,0.0494,0.1307,-0.0005,-0.0087,-0.0,0.0016,0.1541,-0.0003,0.0004,0.0037,585.6068,380.7069,1061.4824,15.6914,-0.0001,4.1516,297.3293,0.0005,-0.3247,0.5096,0.001,-0.001,,,,,,,deadly medical pandemics may add or remove notability: punitive income tax rates,
1407,#1407 New Tricks,4,4. red fabric is banned,-0.3265,-0.1528,-0.0009,-0.1438,-0.0235,,0.0656,0.296,-0.3011,0.2245,0.4799,0.9402,0.3433,0.039,-4.6079,6.0343,-0.5823,0.2382,2.1014,4.6507,-0.8679,1.7114,-170.7244,1.0074,-7.2109,7.1966,0.0002,-0.9465,1.022,2.9741,4.1556,64.3813,0.1704,,-0.187,-0.0506,0.0512,,,,,0.1086,0.0995,-0.0015,0.0982,0.9822,0.1628,-0.2695,0.0675,-0.1646,0.0103,-0.0064,30.7413,-0.0698,-0.1646,1.5969,-0.005,-0.1705,-0.0102,-0.4758,-0.0036,-0.1572,-0.0982,-0.0469,0.0025,0.0078,,-153.6238,63.835,-1053.9591,1.1205,-0.0433,-0.2531,-131.6115,0.0065,-0.0638,0.0129,,,,,,,,,punitive income tax rates|restrictive gun laws,irreverence towards religion
1407,#1407 New Tricks,5,5. jollity-related fatalities are on the increase,-0.1752,,-0.0631,,0.1331,-0.0054,-1.3341,0.1643,-0.1635,-3.5803,-2.7032,-4.8836,-8.0219,-4.0885,-2.5639,-12.3311,-3.1249,56.2896,-5.7845,-10.4745,-2.8562,-4.8295,228.2459,-4.6931,12.3181,-20.7946,,-2.2744,-4.2132,-6.5122,-6.4345,,,-0.0043,0.875,-0.0357,0.0267,,,,,-0.2296,-0.2906,-0.0354,-0.0035,-5.3055,-0.1397,,-0.0848,0.2141,0.0441,-0.0034,6.2387,0.0069,-1.7466,-3.1504,0.0148,-0.2119,0.0111,,,0.5785,0.0035,-0.0117,,,,171.7937,81.6843,420.1435,-4.9442,0.1151,-0.7071,155.0617,0.0045,,-0.0456,0.9873,,,,,,,,restrictive gun laws,punitive income tax rates
1408,#1408 (A Lot Of) Pennies for Your Thoughts,1,1. out-of-work actors say they can't complain,-0.0004,-0.209,-0.8435,-0.1441,0.0054,,-2.0927,0.0003,,-3.9131,-4.9615,-4.646,-11.7221,-2.4656,-6.5586,-16.3855,-6.1615,-2.2979,-5.2075,-4.2925,-3.257,-4.892,-1.9282,-4.6075,-31.3235,-24.9443,0.0001,-3.1775,-3.8112,-5.436,-3.3507,,0.2099,,-0.7644,-0.1294,0.1218,,,,,0.0005,0.6799,-0.011,0.0134,-5.5419,0.0042,-0.3287,0.0283,-0.0804,-0.3541,0.0982,18.9104,0.0879,-1.8815,0.7105,-0.0001,0.0003,-0.009,,,-0.0441,-0.0134,-0.0484,0.0076,-0.0057,,-170.9341,81.3614,-1063.4015,-5.5267,-0.0029,-0.797,-120.1134,,-0.1057,0.0364,,,,,,,,,,
1408,#1408 (A Lot Of) Pennies for Your Thoughts,2,2. a few people seem to spend their whole time complaining,-0.0011,0.1695,0.6354,0.1489,0.0047,0.0048,1.4939,-0.001,-0.0143,2.1529,2.2505,3.3816,5.9454,1.637,5.2037,2.1036,3.8966,1.3943,2.5528,2.9455,2.3795,2.8783,2.043,5.8908,39.002,7.6378,0.0002,3.1602,2.877,2.3708,1.742,0.304,-0.1729,0.0056,1.0664,0.1116,-0.0832,0.0023,,,,0.0033,-0.6011,0.0116,0.1368,2.2003,0.0052,0.3002,-0.0231,0.0783,0.4454,-0.0984,-9.6568,-0.0481,1.6687,-1.1849,-0.0005,0.0014,0.0118,-0.0019,,0.1161,-0.1368,0.0452,-0.001,0.001,,123.9457,-82.066,1033.05,4.6092,-0.0018,0.751,95.955,-0.0016,0.1029,-0.038,,,,,Public Protest,,,,spontaneously combusting cars,
1408,#1408 (A Lot Of) Pennies for Your Thoughts,3,3. surprising numbers of poor people are protesting against taxing the rich,,-0.0679,-0.2827,-0.0495,-0.027,,-1.3113,,,-1.549,-2.28,-2.5843,-5.5102,-4.3838,-4.0949,-2.4588,-2.3573,-1.6042,-2.613,-2.162,-2.1811,-2.9114,-1.9245,-5.0063,-17.4347,-6.5922,0.0333,-2.5829,-2.355,-1.952,-0.8274,,0.0818,0.0013,-0.3553,-0.0486,0.0347,,0.0052,0.0019,0.0159,-0.0003,0.3871,0.0157,-0.0582,-1.4344,0.0026,-0.1239,0.1273,-0.37,-0.1497,0.0346,4.4702,0.0185,-1.1853,0.6675,0.0002,-0.0018,-0.0056,,,-0.0242,0.0582,-0.0097,,,1.0786,-5.4926,58.0582,-234.4821,-3.5902,-0.0009,-0.6354,-100.2732,0.0092,0.5459,1.6868,,,,,,,,,punitive income tax rates|stringent health and safety legislation,spontaneously combusting cars
1408,#1408 (A Lot Of) Pennies for Your Thoughts,4,"4. chanting protestors ask ""WHAT DO WE WANT?"" and reply ""MORE OF THE SAME""",,0.1604,0.8403,0.1507,0.0144,,1.803,,,0.5584,-0.3876,2.1584,5.1557,0.6963,1.4219,0.5754,0.9036,1.9049,0.9574,0.7154,-0.1873,0.6299,1.3891,1.8524,38.7234,3.2927,0.0594,2.3779,2.2877,1.1456,1.4103,,-0.1719,,1.5863,0.1286,-0.1293,0.8826,,,,0.0023,-0.8997,0.0201,-0.0223,2.2381,-0.0047,0.3436,0.161,-0.5659,0.9999,-0.1521,-19.3311,-0.1223,1.6426,-1.0241,-0.0006,0.2061,0.0169,,,0.0694,0.0223,0.0417,,,,242.8754,-82.238,1967.9571,2.1557,0.0003,0.9166,5.317,-0.6001,0.0501,,,,,No Dissent,Public Protest,,,,punitive income tax rates,
1409,#1409 Happy Pranksgiving!,1,"1. law schools are hurrying to teach the ""prank defense"" to their students",-0.004,,-0.0015,,0.1197,-0.0048,1.315,0.0059,-0.0015,-0.0068,0.9439,1.0451,4.7371,-0.0762,0.9571,12.7066,2.7912,72.5393,1.6652,1.3995,-1.6452,1.996,-0.5193,-1.0419,20.4721,13.7457,-0.0258,0.7001,2.1451,-62.3442,3.1265,,0.0002,0.0009,0.9542,-0.011,0.0019,-0.0028,-0.0,,0.002,-0.3758,-0.6631,-0.0376,-0.0012,3.5076,-0.2627,-0.0002,-0.1302,0.3545,-0.0015,0.0008,0.1436,0.0178,0.6461,-5.0751,0.0252,0.0772,0.0132,,0.0051,0.6139,0.0012,-0.0165,0.091,-0.0558,0.0055,75.8756,34.2369,189.6293,0.6041,0.1668,0.2039,145.0671,0.0007,-0.0057,0.0086,1.0081,-0.002,,,,,,,,punitive income tax rates
1409,#1409 Happy Pranksgiving!,2,2. class clowns are frequently listed among the most dangerous criminals in the nation,-0.4488,-0.0016,,-0.0002,-0.0632,0.0006,-0.1541,0.4255,-0.4444,0.8535,0.5665,1.0206,-0.8041,0.8559,0.9272,-0.0194,1.8617,-49.3326,0.8415,0.9355,0.9544,0.7599,0.9006,1.0097,-15.7697,1.8548,0.0001,0.4589,0.2694,0.0828,-0.233,-0.1177,0.0005,0.0005,-1.0604,-0.0722,0.068,,0.0003,,0.0016,0.2344,0.3504,0.03,0.04,-0.0609,0.3901,-0.0012,0.0257,-0.0424,,,12.9974,-0.0031,0.047,4.1473,-0.0114,-0.4114,-0.0097,0.0008,,-0.3598,-0.04,0.0098,0.0295,-0.0175,0.0041,-51.5623,-25.2631,-115.0,0.108,-0.1038,0.031,-44.9752,0.0098,0.0011,-0.0531,-0.9875,0.0016,,,,,,,punitive income tax rates|restrictive gun laws,
1409,#1409 Happy Pranksgiving!,3,3. producers insist that movie stars wear crash helmets in every scene,0.0019,-0.3316,0.0215,-0.0861,-0.0929,-0.0015,-4.7375,-0.0005,0.0045,-5.1981,-5.6563,-8.1845,-11.368,-5.9231,-14.9323,-5.712,-7.1632,-3.4689,-5.2401,-5.024,-5.8684,-5.2883,-4.1938,-9.148,-11.4719,-19.095,0.028,-9.8946,-8.1878,57.0377,-3.965,-0.0427,0.3709,-0.0016,-0.3701,0.0044,-0.0039,,-0.0004,0.0004,0.0023,0.1658,0.724,0.0274,0.0735,-6.9926,0.177,-0.4609,0.1201,-0.4222,-0.0111,0.0009,8.7445,-0.1029,-4.9129,2.9554,-0.0056,-0.1049,-0.0118,0.0012,0.014,-0.1187,-0.0735,-0.0685,-0.0149,-0.0036,0.002,-151.6875,109.9682,-892.2867,-11.1324,-0.0527,-3.1949,-166.9583,0.0001,-0.1388,3.7776,,,,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
1409,#1409 Happy Pranksgiving!,4,4. prank shows are so hot right now,0.0004,0.2856,-0.7641,0.3832,0.3898,-0.002,5.6151,0.0,-0.0008,4.0364,5.1524,6.4001,19.6147,4.2126,17.3679,8.7839,8.1811,3.2156,2.7388,3.6526,-0.122,4.9578,5.9598,11.4065,58.6854,19.2206,0.0012,9.8957,10.7856,7.7993,5.659,,-0.415,-0.0032,-0.4252,-0.1044,0.1078,0.5051,0.0039,,0.015,-0.3044,-1.8108,-0.1012,-0.0234,8.8516,-0.2446,0.5958,-0.028,0.1369,1.6153,-0.3011,-1.6641,-0.0829,5.8104,-8.7143,0.0204,0.2088,0.0223,,,1.1565,0.0234,0.0368,,,-0.0072,278.0768,-210.2536,2435.7057,12.156,0.1505,3.235,159.9996,-0.2738,0.1356,-3.6818,,,,,,,,,exploding hoverboards|spontaneously combusting cars,punitive income tax rates|stringent health and safety legislation
